Region,Year,Attribute,Value
Central America and Caribbean,2001,Infant_deaths,29.9
Central America and Caribbean,2001,Under_five_deaths,36.5
Central America and Caribbean,2001,Adult_mortality,193.7615
Central America and Caribbean,2007,Infant_deaths,29.3
Central America and Caribbean,2007,Under_five_deaths,35.7
Central America and Caribbean,2007,Adult_mortality,174.858
Rest of Europe,2008,Infant_deaths,10.3
Rest of Europe,2008,Under_five_deaths,11.7
Rest of Europe,2008,Adult_mortality,110.659
Middle East,2012,Infant_deaths,8.2
Middle East,2012,Under_five_deaths,9.6
Middle East,2012,Adult_mortality,61.6325
Oceania,2006,Infant_deaths,16.5
Oceania,2006,Under_five_deaths,19.3
Oceania,2006,Adult_mortality,148.0145
Middle East,2004,Infant_deaths,8.6
Middle East,2004,Under_five_deaths,10.1
Middle East,2004,Adult_mortality,86.7395
Asia,2007,Infant_deaths,32.2
Asia,2007,Under_five_deaths,37
Asia,2007,Adult_mortality,173.085
European Union,2015,Infant_deaths,4.2
European Union,2015,Under_five_deaths,4.9
European Union,2015,Adult_mortality,90.2285
European Union,2009,Infant_deaths,5.9
European Union,2009,Under_five_deaths,6.7
European Union,2009,Adult_mortality,56.4985
European Union,2014,Infant_deaths,2.6
European Union,2014,Under_five_deaths,3.3
European Union,2014,Adult_mortality,123.2
Central America and Caribbean,2006,Infant_deaths,14.3
Central America and Caribbean,2006,Under_five_deaths,16.7
Central America and Caribbean,2006,Adult_mortality,176.668
Africa,2000,Infant_deaths,45.2
Africa,2000,Under_five_deaths,80.5
Africa,2000,Adult_mortality,561.532
Asia,2007,Infant_deaths,11
Asia,2007,Under_five_deaths,12.8
Asia,2007,Adult_mortality,127.15
European Union,2006,Infant_deaths,4.3
European Union,2006,Under_five_deaths,5.1
European Union,2006,Adult_mortality,70.055
Asia,2010,Infant_deaths,9.8
Asia,2010,Under_five_deaths,11.4
Asia,2010,Adult_mortality,120.153
Oceania,2009,Infant_deaths,11.5
Oceania,2009,Under_five_deaths,13.4
Oceania,2009,Adult_mortality,143.8305
Asia,2008,Infant_deaths,6.9
Asia,2008,Under_five_deaths,8.1
Asia,2008,Adult_mortality,128.5065
Central America and Caribbean,2004,Infant_deaths,26
Central America and Caribbean,2004,Under_five_deaths,31.3
Central America and Caribbean,2004,Adult_mortality,181.9365
Rest of Europe,2003,Infant_deaths,23.3
Rest of Europe,2003,Under_five_deaths,26.3
Rest of Europe,2003,Adult_mortality,139.9
Central America and Caribbean,2006,Infant_deaths,18.8
Central America and Caribbean,2006,Under_five_deaths,21.3
Central America and Caribbean,2006,Adult_mortality,170.3485
Africa,2001,Infant_deaths,53.8
Africa,2001,Under_five_deaths,81.1
Africa,2001,Adult_mortality,371.292
Asia,2006,Infant_deaths,47
Asia,2006,Under_five_deaths,61
Asia,2006,Adult_mortality,150.565
Africa,2014,Infant_deaths,39.2
Africa,2014,Under_five_deaths,57.6
Africa,2014,Adult_mortality,305.0855
Asia,2015,Infant_deaths,19.9
Asia,2015,Under_five_deaths,22.3
Asia,2015,Adult_mortality,165.7935
Africa,2013,Infant_deaths,81
Africa,2013,Under_five_deaths,129.4
Africa,2013,Adult_mortality,364.4625
European Union,2009,Infant_deaths,3.7
European Union,2009,Under_five_deaths,4.5
European Union,2009,Adult_mortality,76.57
Rest of Europe,2007,Infant_deaths,7
Rest of Europe,2007,Under_five_deaths,8.1
Rest of Europe,2007,Adult_mortality,137.2965
Central America and Caribbean,2012,Infant_deaths,18.4
Central America and Caribbean,2012,Under_five_deaths,21.5
Central America and Caribbean,2012,Adult_mortality,150.585
Central America and Caribbean,2006,Infant_deaths,29.5
Central America and Caribbean,2006,Under_five_deaths,36
Central America and Caribbean,2006,Adult_mortality,176.789
Africa,2012,Infant_deaths,49.1
Africa,2012,Under_five_deaths,74.7
Africa,2012,Adult_mortality,323.004
Asia,2014,Infant_deaths,8.6
Asia,2014,Under_five_deaths,10.4
Asia,2014,Adult_mortality,89.377
Africa,2007,Infant_deaths,62.8
Africa,2007,Under_five_deaths,97
Africa,2007,Adult_mortality,306.7815
Central America and Caribbean,2010,Infant_deaths,27.6
Central America and Caribbean,2010,Under_five_deaths,36.1
Central America and Caribbean,2010,Adult_mortality,197.987
Rest of Europe,2015,Infant_deaths,3.7
Rest of Europe,2015,Under_five_deaths,4.3
Rest of Europe,2015,Adult_mortality,49.384
Rest of Europe,2014,Infant_deaths,8.8
Rest of Europe,2014,Under_five_deaths,9.9
Rest of Europe,2014,Adult_mortality,76.724
Oceania,2002,Infant_deaths,50
Oceania,2002,Under_five_deaths,65.5
Oceania,2002,Adult_mortality,217.1505
Oceania,2012,Infant_deaths,47.8
Oceania,2012,Under_five_deaths,62.1
Oceania,2012,Adult_mortality,204.6575
Africa,2012,Infant_deaths,64.2
Africa,2012,Under_five_deaths,101.3
Africa,2012,Adult_mortality,356.5925
Asia,2014,Infant_deaths,43.8
Asia,2014,Under_five_deaths,56.3
Asia,2014,Adult_mortality,199.529
Central America and Caribbean,2015,Infant_deaths,23.7
Central America and Caribbean,2015,Under_five_deaths,28.3
Central America and Caribbean,2015,Adult_mortality,163.8125
Africa,2003,Infant_deaths,31.3
Africa,2003,Under_five_deaths,36.5
Africa,2003,Adult_mortality,127.5385
Rest of Europe,2009,Infant_deaths,15
Rest of Europe,2009,Under_five_deaths,17.4
Rest of Europe,2009,Adult_mortality,207.4875
European Union,2003,Infant_deaths,6.7
European Union,2003,Under_five_deaths,8.5
European Union,2003,Adult_mortality,199.678
Middle East,2015,Infant_deaths,6.7
Middle East,2015,Under_five_deaths,7.8
Middle East,2015,Adult_mortality,56.2695
Africa,2000,Infant_deaths,67.5
Africa,2000,Under_five_deaths,105.4
Africa,2000,Adult_mortality,280.972
Africa,2010,Infant_deaths,24
Africa,2010,Under_five_deaths,28.7
Africa,2010,Adult_mortality,160.261
South America,2005,Infant_deaths,33.4
South America,2005,Under_five_deaths,41.4
South America,2005,Adult_mortality,223.5645
Asia,2009,Infant_deaths,38.1
Asia,2009,Under_five_deaths,44.3
Asia,2009,Adult_mortality,146.4255
Africa,2015,Infant_deaths,55
Africa,2015,Under_five_deaths,82.7
Africa,2015,Adult_mortality,203.5835
Asia,2012,Infant_deaths,14.6
Asia,2012,Under_five_deaths,16.3
Asia,2012,Adult_mortality,216.56
Oceania,2001,Infant_deaths,52.8
Oceania,2001,Under_five_deaths,69.9
Oceania,2001,Adult_mortality,269.8105
Africa,2009,Infant_deaths,75.9
Africa,2009,Under_five_deaths,120.2
Africa,2009,Adult_mortality,290.506
Middle East,2002,Infant_deaths,10
Middle East,2002,Under_five_deaths,11.6
Middle East,2002,Adult_mortality,83.6925
Rest of Europe,2013,Infant_deaths,2.4
Rest of Europe,2013,Under_five_deaths,2.9
Rest of Europe,2013,Adult_mortality,60.485
Asia,2003,Infant_deaths,13
Asia,2003,Under_five_deaths,15.1
Asia,2003,Adult_mortality,137.477
South America,2000,Infant_deaths,29.3
South America,2000,Under_five_deaths,38.2
South America,2000,Adult_mortality,153.5785
Africa,2010,Infant_deaths,61.2
Africa,2010,Under_five_deaths,95.6
Africa,2010,Adult_mortality,212
Africa,2004,Infant_deaths,50.8
Africa,2004,Under_five_deaths,81
Africa,2004,Adult_mortality,431.137
Oceania,2000,Infant_deaths,30.8
Oceania,2000,Under_five_deaths,37.8
Oceania,2000,Adult_mortality,184.963
Rest of Europe,2001,Infant_deaths,5.5
Rest of Europe,2001,Under_five_deaths,6.4
Rest of Europe,2001,Adult_mortality,86.493
European Union,2010,Infant_deaths,4.9
European Union,2010,Under_five_deaths,6
European Union,2010,Adult_mortality,191.1515
Oceania,2012,Infant_deaths,3.6
Oceania,2012,Under_five_deaths,4.3
Oceania,2012,Adult_mortality,60.0415
Central America and Caribbean,2005,Infant_deaths,14.4
Central America and Caribbean,2005,Under_five_deaths,15.7
Central America and Caribbean,2005,Adult_mortality,116.6365
Africa,2005,Infant_deaths,66.3
Africa,2005,Under_five_deaths,103.1
Africa,2005,Adult_mortality,330.64
South America,2012,Infant_deaths,8.6
South America,2012,Under_five_deaths,10
South America,2012,Adult_mortality,109.0375
Asia,2012,Infant_deaths,10.6
Asia,2012,Under_five_deaths,12.4
Asia,2012,Adult_mortality,154.351
Rest of Europe,2010,Infant_deaths,12.7
Rest of Europe,2010,Under_five_deaths,14.2
Rest of Europe,2010,Adult_mortality,170.768
Middle East,2010,Infant_deaths,17.2
Middle East,2010,Under_five_deaths,20.1
Middle East,2010,Adult_mortality,115.693
Africa,2004,Infant_deaths,79.7
Africa,2004,Under_five_deaths,130.6
Africa,2004,Adult_mortality,394.661
Central America and Caribbean,2007,Infant_deaths,16.5
Central America and Caribbean,2007,Under_five_deaths,19.2
Central America and Caribbean,2007,Adult_mortality,146.556
South America,2006,Infant_deaths,40.8
South America,2006,Under_five_deaths,52.9
South America,2006,Adult_mortality,216.0405
Rest of Europe,2005,Infant_deaths,6.7
Rest of Europe,2005,Under_five_deaths,8.7
Rest of Europe,2005,Adult_mortality,248.5795
European Union,2003,Infant_deaths,6.3
European Union,2003,Under_five_deaths,7.2
European Union,2003,Adult_mortality,61.136
Africa,2003,Infant_deaths,93.3
Africa,2003,Under_five_deaths,168.3
Africa,2003,Adult_mortality,313.3725
Asia,2013,Infant_deaths,17.8
Asia,2013,Under_five_deaths,22.2
Asia,2013,Adult_mortality,127.4215
Africa,2010,Infant_deaths,39.3
Africa,2010,Under_five_deaths,57.4
Africa,2010,Adult_mortality,281.6775
Central America and Caribbean,2006,Infant_deaths,14.3
Central America and Caribbean,2006,Under_five_deaths,15.6
Central America and Caribbean,2006,Adult_mortality,114.561
Africa,2006,Infant_deaths,27.6
Africa,2006,Under_five_deaths,32.1
Africa,2006,Adult_mortality,114.4095
European Union,2003,Infant_deaths,4.5
European Union,2003,Under_five_deaths,5.4
European Union,2003,Adult_mortality,97.2905
Asia,2009,Infant_deaths,6.9
Asia,2009,Under_five_deaths,8.1
Asia,2009,Adult_mortality,127.9145
Asia,2008,Infant_deaths,49.4
Asia,2008,Under_five_deaths,64.6
Asia,2008,Adult_mortality,197.9155
Central America and Caribbean,2000,Infant_deaths,54.3
Central America and Caribbean,2000,Under_five_deaths,82
Central America and Caribbean,2000,Adult_mortality,220.45
Central America and Caribbean,2010,Infant_deaths,13.8
Central America and Caribbean,2010,Under_five_deaths,15
Central America and Caribbean,2010,Adult_mortality,106.695
Africa,2003,Infant_deaths,81.7
Africa,2003,Under_five_deaths,134
Africa,2003,Adult_mortality,402.4095
Rest of Europe,2004,Infant_deaths,13
Rest of Europe,2004,Under_five_deaths,15.1
Rest of Europe,2004,Adult_mortality,269.69
Africa,2003,Infant_deaths,50.2
Africa,2003,Under_five_deaths,77.8
Africa,2003,Adult_mortality,323.9475
European Union,2003,Infant_deaths,4.1
European Union,2003,Under_five_deaths,5
European Union,2003,Adult_mortality,90.053
Central America and Caribbean,2005,Infant_deaths,39.3
Central America and Caribbean,2005,Under_five_deaths,55.5
Central America and Caribbean,2005,Adult_mortality,208.017
Africa,2001,Infant_deaths,92.9
Africa,2001,Under_five_deaths,160.5
Africa,2001,Adult_mortality,581.009
Oceania,2003,Infant_deaths,24.9
Oceania,2003,Under_five_deaths,29.8
Oceania,2003,Adult_mortality,208.273
Africa,2008,Infant_deaths,77.6
Africa,2008,Under_five_deaths,123.3
Africa,2008,Adult_mortality,299.6
Central America and Caribbean,2013,Infant_deaths,13.5
Central America and Caribbean,2013,Under_five_deaths,14.6
Central America and Caribbean,2013,Adult_mortality,101.5875
European Union,2007,Infant_deaths,3.6
European Union,2007,Under_five_deaths,4.4
European Union,2007,Adult_mortality,71.7905
Central America and Caribbean,2007,Infant_deaths,16.4
Central America and Caribbean,2007,Under_five_deaths,18.8
Central America and Caribbean,2007,Adult_mortality,150.5345
Asia,2005,Infant_deaths,27.3
Asia,2005,Under_five_deaths,31
Asia,2005,Adult_mortality,274.4505
Central America and Caribbean,2002,Infant_deaths,24.7
Central America and Caribbean,2002,Under_five_deaths,29.6
Central America and Caribbean,2002,Adult_mortality,216.117
Oceania,2005,Infant_deaths,4.8
Oceania,2005,Under_five_deaths,5.7
Oceania,2005,Adult_mortality,66.521
European Union,2001,Infant_deaths,5.1
European Union,2001,Under_five_deaths,6.6
European Union,2001,Adult_mortality,108.319
Africa,2010,Infant_deaths,39
Africa,2010,Under_five_deaths,55.1
Africa,2010,Adult_mortality,289.377
Asia,2001,Infant_deaths,48.4
Asia,2001,Under_five_deaths,57.4
Asia,2001,Adult_mortality,190.2825
Asia,2007,Infant_deaths,41.7
Asia,2007,Under_five_deaths,48.8
Asia,2007,Adult_mortality,151.8545
North America,2013,Infant_deaths,4.8
North America,2013,Under_five_deaths,5.5
North America,2013,Adult_mortality,66.0915
Africa,2011,Infant_deaths,47
Africa,2011,Under_five_deaths,71.6
Africa,2011,Adult_mortality,340.7545
European Union,2009,Infant_deaths,2.8
European Union,2009,Under_five_deaths,3.4
European Union,2009,Adult_mortality,88.8695
Africa,2008,Infant_deaths,65.9
Africa,2008,Under_five_deaths,81.2
Africa,2008,Adult_mortality,286.076
Central America and Caribbean,2005,Infant_deaths,10.6
Central America and Caribbean,2005,Under_five_deaths,12.9
Central America and Caribbean,2005,Adult_mortality,146.703
Africa,2003,Infant_deaths,69.8
Africa,2003,Under_five_deaths,119.2
Africa,2003,Adult_mortality,615.708
European Union,2000,Infant_deaths,4.6
European Union,2000,Under_five_deaths,5.5
European Union,2000,Adult_mortality,120.8335
European Union,2013,Infant_deaths,2.8
European Union,2013,Under_five_deaths,3.6
European Union,2013,Adult_mortality,118.171
Asia,2001,Infant_deaths,40.6
Asia,2001,Under_five_deaths,47.4
Asia,2001,Adult_mortality,223.721
Africa,2013,Infant_deaths,13.1
Africa,2013,Under_five_deaths,15
Africa,2013,Adult_mortality,146.3845
Oceania,2006,Infant_deaths,5.4
Oceania,2006,Under_five_deaths,6.5
Oceania,2006,Adult_mortality,74.797
Africa,2007,Infant_deaths,52.1
Africa,2007,Under_five_deaths,78
Africa,2007,Adult_mortality,265.4325
Asia,2001,Infant_deaths,87.9
Asia,2001,Under_five_deaths,125.2
Asia,2001,Adult_mortality,304.858
European Union,2007,Infant_deaths,3.9
European Union,2007,Under_five_deaths,4.6
European Union,2007,Adult_mortality,73.766
Rest of Europe,2000,Infant_deaths,26.2
Rest of Europe,2000,Under_five_deaths,31.5
Rest of Europe,2000,Adult_mortality,241.2055
Africa,2000,Infant_deaths,109.5
Africa,2000,Under_five_deaths,185.2
Africa,2000,Adult_mortality,442.3195
South America,2008,Infant_deaths,21.7
South America,2008,Under_five_deaths,24.4
South America,2008,Adult_mortality,184.945
Africa,2007,Infant_deaths,50
Africa,2007,Under_five_deaths,83.8
Africa,2007,Adult_mortality,282.4125
Middle East,2000,Infant_deaths,5.6
Middle East,2000,Under_five_deaths,6.9
Middle East,2000,Adult_mortality,78.6545
Oceania,2004,Infant_deaths,24.7
Oceania,2004,Under_five_deaths,29.6
Oceania,2004,Adult_mortality,202.334
Africa,2011,Infant_deaths,41.1
Africa,2011,Under_five_deaths,51.9
Africa,2011,Adult_mortality,336.393
South America,2004,Infant_deaths,23.5
South America,2004,Under_five_deaths,26.5
South America,2004,Adult_mortality,171.4535
Asia,2006,Infant_deaths,7.7
Asia,2006,Under_five_deaths,9.5
Asia,2006,Adult_mortality,93.9375
Rest of Europe,2012,Infant_deaths,14.2
Rest of Europe,2012,Under_five_deaths,16.5
Rest of Europe,2012,Adult_mortality,176.378
Asia,2004,Infant_deaths,47.2
Asia,2004,Under_five_deaths,61.2
Asia,2004,Adult_mortality,260.832
Middle East,2015,Infant_deaths,46.1
Middle East,2015,Under_five_deaths,60.7
Middle East,2015,Adult_mortality,221.5195
Africa,2013,Infant_deaths,35.8
Africa,2013,Under_five_deaths,49.5
Africa,2013,Adult_mortality,267.946
Middle East,2003,Infant_deaths,33.7
Middle East,2003,Under_five_deaths,41.8
Middle East,2003,Adult_mortality,172.033
Africa,2015,Infant_deaths,46.9
Africa,2015,Under_five_deaths,67.7
Africa,2015,Adult_mortality,302.822
Africa,2001,Infant_deaths,64.9
Africa,2001,Under_five_deaths,100.8
Africa,2001,Adult_mortality,276.098
Central America and Caribbean,2002,Infant_deaths,19.1
Central America and Caribbean,2002,Under_five_deaths,21.9
Central America and Caribbean,2002,Adult_mortality,182.1335
Asia,2015,Infant_deaths,10.6
Asia,2015,Under_five_deaths,11.9
Asia,2015,Adult_mortality,182.111
European Union,2001,Infant_deaths,4.7
European Union,2001,Under_five_deaths,5.6
European Union,2001,Adult_mortality,101.2215
Africa,2000,Infant_deaths,16.6
Africa,2000,Under_five_deaths,18.8
Africa,2000,Adult_mortality,172.883
Rest of Europe,2015,Infant_deaths,5.4
Rest of Europe,2015,Under_five_deaths,6.3
Rest of Europe,2015,Adult_mortality,114.328
South America,2005,Infant_deaths,20.6
South America,2005,Under_five_deaths,26.5
South America,2005,Adult_mortality,141.9155
Oceania,2013,Infant_deaths,20.5
Oceania,2013,Under_five_deaths,24.2
Oceania,2013,Adult_mortality,155.1685
Rest of Europe,2003,Infant_deaths,5.3
Rest of Europe,2003,Under_five_deaths,6.2
Rest of Europe,2003,Adult_mortality,84.179
Africa,2013,Infant_deaths,57.5
Africa,2013,Under_five_deaths,87.7
Africa,2013,Adult_mortality,206.528
European Union,2011,Infant_deaths,3.6
European Union,2011,Under_five_deaths,4.4
European Union,2011,Adult_mortality,79.9355
South America,2015,Infant_deaths,19
South America,2015,Under_five_deaths,22.3
South America,2015,Adult_mortality,145.351
Central America and Caribbean,2009,Infant_deaths,5.2
Central America and Caribbean,2009,Under_five_deaths,6.5
Central America and Caribbean,2009,Adult_mortality,95.7135
European Union,2011,Infant_deaths,5.8
European Union,2011,Under_five_deaths,6.6
European Union,2011,Adult_mortality,54.9785
Asia,2004,Infant_deaths,35.6
Asia,2004,Under_five_deaths,41.1
Asia,2004,Adult_mortality,222.7265
European Union,2005,Infant_deaths,4
European Union,2005,Under_five_deaths,4.9
European Union,2005,Adult_mortality,88.2405
European Union,2001,Infant_deaths,13.8
European Union,2001,Under_five_deaths,16.7
European Union,2001,Adult_mortality,158.938
European Union,2001,Infant_deaths,4.3
European Union,2001,Under_five_deaths,5.2
European Union,2001,Adult_mortality,121.8735
Africa,2000,Infant_deaths,99.9
Africa,2000,Under_five_deaths,164.2
Africa,2000,Adult_mortality,324.7675
South America,2005,Infant_deaths,43.1
South America,2005,Under_five_deaths,56.2
South America,2005,Adult_mortality,219.8665
Middle East,2001,Infant_deaths,17.7
Middle East,2001,Under_five_deaths,20.7
Middle East,2001,Adult_mortality,107.6395
Oceania,2015,Infant_deaths,24.2
Oceania,2015,Under_five_deaths,28.9
Oceania,2015,Adult_mortality,164.871
Africa,2011,Infant_deaths,25.3
Africa,2011,Under_five_deaths,29.5
Africa,2011,Adult_mortality,78.776
Rest of Europe,2004,Infant_deaths,9.9
Rest of Europe,2004,Under_five_deaths,11.4
Rest of Europe,2004,Adult_mortality,133.3415
European Union,2012,Infant_deaths,4.8
European Union,2012,Under_five_deaths,5.7
European Union,2012,Adult_mortality,142.5135
Africa,2000,Infant_deaths,85
Africa,2000,Under_five_deaths,136.8
Africa,2000,Adult_mortality,285.899
Oceania,2011,Infant_deaths,24.5
Oceania,2011,Under_five_deaths,29.3
Oceania,2011,Adult_mortality,141.3175
Central America and Caribbean,2014,Infant_deaths,13.9
Central America and Caribbean,2014,Under_five_deaths,16.1
Central America and Caribbean,2014,Adult_mortality,176.8185
Oceania,2003,Infant_deaths,16.8
Oceania,2003,Under_five_deaths,19.7
Oceania,2003,Adult_mortality,162.7035
Africa,2001,Infant_deaths,70.5
Africa,2001,Under_five_deaths,108.8
Africa,2001,Adult_mortality,605.593
Asia,2002,Infant_deaths,2.6
Asia,2002,Under_five_deaths,3.4
Asia,2002,Adult_mortality,73.007
South America,2001,Infant_deaths,53.1
South America,2001,Under_five_deaths,71.3
South America,2001,Adult_mortality,235.6955
Rest of Europe,2014,Infant_deaths,7.2
Rest of Europe,2014,Under_five_deaths,8.9
Rest of Europe,2014,Adult_mortality,220.931
Africa,2003,Infant_deaths,11.8
Africa,2003,Under_five_deaths,13.7
Africa,2003,Adult_mortality,172.5165
Middle East,2012,Infant_deaths,8
Middle East,2012,Under_five_deaths,9.3
Middle East,2012,Adult_mortality,63.99
Africa,2012,Infant_deaths,80.6
Africa,2012,Under_five_deaths,139.8
Africa,2012,Adult_mortality,371.3155
European Union,2008,Infant_deaths,3.8
European Union,2008,Under_five_deaths,4.6
European Union,2008,Adult_mortality,86.6285
Central America and Caribbean,2004,Infant_deaths,30.1
Central America and Caribbean,2004,Under_five_deaths,36.9
Central America and Caribbean,2004,Adult_mortality,180.6505
Africa,2013,Infant_deaths,39.4
Africa,2013,Under_five_deaths,49.6
Africa,2013,Adult_mortality,290.0855
Africa,2000,Infant_deaths,90.9
Africa,2000,Under_five_deaths,178.9
Africa,2000,Adult_mortality,328.765
Asia,2012,Infant_deaths,8.2
Asia,2012,Under_five_deaths,10
Asia,2012,Adult_mortality,91.9455
Africa,2014,Infant_deaths,40.1
Africa,2014,Under_five_deaths,50.2
Africa,2014,Adult_mortality,269.3405
Rest of Europe,2014,Infant_deaths,3.9
Rest of Europe,2014,Under_five_deaths,4.5
Rest of Europe,2014,Adult_mortality,68.7755
North America,2014,Infant_deaths,5.9
North America,2014,Under_five_deaths,6.9
North America,2014,Adult_mortality,105.6355
Africa,2002,Infant_deaths,26.3
Africa,2002,Under_five_deaths,31.6
Africa,2002,Adult_mortality,141.6955
European Union,2003,Infant_deaths,3.1
European Union,2003,Under_five_deaths,3.8
European Union,2003,Adult_mortality,87.4675
South America,2006,Infant_deaths,7.6
South America,2006,Under_five_deaths,9
South America,2006,Adult_mortality,100.081
Asia,2008,Infant_deaths,43.2
Asia,2008,Under_five_deaths,51.3
Asia,2008,Adult_mortality,202.626
Rest of Europe,2005,Infant_deaths,2.6
Rest of Europe,2005,Under_five_deaths,3.2
Rest of Europe,2005,Adult_mortality,58.873
Asia,2004,Infant_deaths,59.1
Asia,2004,Under_five_deaths,79.7
Asia,2004,Adult_mortality,228.498
European Union,2009,Infant_deaths,9.3
European Union,2009,Under_five_deaths,11.1
European Union,2009,Adult_mortality,145.527
Rest of Europe,2005,Infant_deaths,11.1
Rest of Europe,2005,Under_five_deaths,13.8
Rest of Europe,2005,Adult_mortality,318.6295
Rest of Europe,2000,Infant_deaths,3.9
Rest of Europe,2000,Under_five_deaths,4.9
Rest of Europe,2000,Adult_mortality,83.859
Middle East,2013,Infant_deaths,14.4
Middle East,2013,Under_five_deaths,16.8
Middle East,2013,Adult_mortality,85.1195
Africa,2006,Infant_deaths,90.8
Africa,2006,Under_five_deaths,163.3
Africa,2006,Adult_mortality,401.3725
Africa,2012,Infant_deaths,68.3
Africa,2012,Under_five_deaths,94.2
Africa,2012,Adult_mortality,258.0005
Middle East,2000,Infant_deaths,68.8
Middle East,2000,Under_five_deaths,95
Middle East,2000,Adult_mortality,253.0155
European Union,2012,Infant_deaths,4.4
European Union,2012,Under_five_deaths,5.2
European Union,2012,Adult_mortality,98.132
Africa,2008,Infant_deaths,77.2
Africa,2008,Under_five_deaths,108.2
Africa,2008,Adult_mortality,276.8845
Rest of Europe,2000,Infant_deaths,3.2
Rest of Europe,2000,Under_five_deaths,4.1
Rest of Europe,2000,Adult_mortality,78.916
Middle East,2012,Infant_deaths,9.3
Middle East,2012,Under_five_deaths,10.8
Middle East,2012,Adult_mortality,91.4105
Africa,2004,Infant_deaths,30.1
Africa,2004,Under_five_deaths,35.1
Africa,2004,Adult_mortality,123.162
Central America and Caribbean,2000,Infant_deaths,74.5
Central America and Caribbean,2000,Under_five_deaths,103.9
Central America and Caribbean,2000,Adult_mortality,305.806
Rest of Europe,2002,Infant_deaths,13.8
Rest of Europe,2002,Under_five_deaths,17.2
Rest of Europe,2002,Adult_mortality,316.457
Oceania,2011,Infant_deaths,26.8
Oceania,2011,Under_five_deaths,32.3
Oceania,2011,Adult_mortality,170.0125
Africa,2001,Infant_deaths,85.8
Africa,2001,Under_five_deaths,140.9
Africa,2001,Adult_mortality,410.6215
Asia,2010,Infant_deaths,27.9
Asia,2010,Under_five_deaths,33.8
Asia,2010,Adult_mortality,184.039
Oceania,2013,Infant_deaths,3.5
Oceania,2013,Under_five_deaths,4.1
Oceania,2013,Adult_mortality,60.215
Africa,2008,Infant_deaths,26
Africa,2008,Under_five_deaths,31.3
Africa,2008,Adult_mortality,165.137
European Union,2005,Infant_deaths,4.1
European Union,2005,Under_five_deaths,4.9
European Union,2005,Adult_mortality,83.48
Rest of Europe,2009,Infant_deaths,9.7
Rest of Europe,2009,Under_five_deaths,11
Rest of Europe,2009,Adult_mortality,108.3685
European Union,2007,Infant_deaths,3.2
European Union,2007,Under_five_deaths,4.4
European Union,2007,Adult_mortality,87.7925
Oceania,2014,Infant_deaths,16.1
Oceania,2014,Under_five_deaths,18.7
Oceania,2014,Adult_mortality,114.527
Africa,2013,Infant_deaths,63.7
Africa,2013,Under_five_deaths,98.5
Africa,2013,Adult_mortality,249.2235
Rest of Europe,2015,Infant_deaths,5.4
Rest of Europe,2015,Under_five_deaths,6.3
Rest of Europe,2015,Adult_mortality,96.067
Asia,2012,Infant_deaths,10.6
Asia,2012,Under_five_deaths,13.5
Asia,2012,Adult_mortality,88.5285
Africa,2014,Infant_deaths,64.4
Africa,2014,Under_five_deaths,99.8
Africa,2014,Adult_mortality,245.6915
Africa,2014,Infant_deaths,45.2
Africa,2014,Under_five_deaths,65.9
Africa,2014,Adult_mortality,229.3955
Africa,2010,Infant_deaths,76.7
Africa,2010,Under_five_deaths,130.3
Africa,2010,Adult_mortality,285.833
Rest of Europe,2000,Infant_deaths,14.3
Rest of Europe,2000,Under_five_deaths,16
Rest of Europe,2000,Adult_mortality,123.006
South America,2009,Infant_deaths,9.7
South America,2009,Under_five_deaths,11.2
South America,2009,Adult_mortality,113.037
Asia,2009,Infant_deaths,40.7
Asia,2009,Under_five_deaths,51.8
Asia,2009,Adult_mortality,143.4765
Africa,2009,Infant_deaths,38.4
Africa,2009,Under_five_deaths,60.3
Africa,2009,Adult_mortality,473.875
Africa,2005,Infant_deaths,69.8
Africa,2005,Under_five_deaths,96.7
Africa,2005,Adult_mortality,261.5155
Africa,2012,Infant_deaths,94.5
Africa,2012,Under_five_deaths,136.2
Africa,2012,Adult_mortality,453.1605
Africa,2005,Infant_deaths,49.4
Africa,2005,Under_five_deaths,78.8
Africa,2005,Adult_mortality,508.6085
South America,2010,Infant_deaths,16.3
South America,2010,Under_five_deaths,19
South America,2010,Adult_mortality,133.788
Africa,2001,Infant_deaths,23.4
Africa,2001,Under_five_deaths,27.9
Africa,2001,Adult_mortality,109.8335
European Union,2002,Infant_deaths,3.7
European Union,2002,Under_five_deaths,5.1
European Union,2002,Adult_mortality,98.657
South America,2014,Infant_deaths,12.7
South America,2014,Under_five_deaths,16.4
South America,2014,Adult_mortality,125.6385
Asia,2015,Infant_deaths,8.8
Asia,2015,Under_five_deaths,10.6
Asia,2015,Adult_mortality,88.093
European Union,2002,Infant_deaths,5.5
European Union,2002,Under_five_deaths,6.5
European Union,2002,Adult_mortality,86.879
Africa,2003,Infant_deaths,107.7
Africa,2003,Under_five_deaths,164.2
Africa,2003,Adult_mortality,542.026
Oceania,2001,Infant_deaths,80.6
Oceania,2001,Under_five_deaths,102.1
Oceania,2001,Adult_mortality,259.1975
Africa,2003,Infant_deaths,89.6
Africa,2003,Under_five_deaths,133.1
Africa,2003,Adult_mortality,461.2065
Africa,2000,Infant_deaths,70
Africa,2000,Under_five_deaths,106.9
Africa,2000,Adult_mortality,568.77
Central America and Caribbean,2013,Infant_deaths,18.4
Central America and Caribbean,2013,Under_five_deaths,20.6
